objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
Talisman (Revised 4th Edition),27627,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,11497216,6.29883,6.53326,2.1956,1343,17612,thing,Talisman (Revised 4th Edition),2,6,90,90,90,2007,"2,3,4,5,6",4,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Taluva,24508,0,,0,0,0,0,0,0,0,0,0,4,,,,,,18893213,6.8982,7.18163,2.2744,453,7246,thing,Taluva,2,4,45,45,45,2006,"2,3,4",2,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tammany Hall,30645,7,2,0,1,0,0,0,0,0,0,0,1,,,,,,18427733,6.70754,7.24983,2.8,667,3964,thing,Tammany Hall,3,5,90,90,90,2007,"3,4,5",5,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Tapestry,286096,8,1,0,0,0,0,0,0,0,0,0,3,,,,,,64597787,6.93947,7.66285,2.8273,417,4507,thing,Tapestry,1,5,120,120,90,2019,"1,2,3,4",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Targi,118048,8,1,0,1,0,0,0,0,0,0,0,3,,,,,,54162413,7.35933,7.61599,2.3641,140,15156,thing,Targi,2,2,60,60,60,2012,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Targi: Die Erweiterung,202453,0,,0,0,0,0,0,0,0,0,0,3,,,,,,64470791,5.87957,7.99449,2.3333,0,1134,thing,Targi: Die Erweiterung,2,2,60,60,60,2016,2,2,,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
Tash-Kalar: Arena of Legends,146278,6,,0,0,0,0,0,0,0,0,0,4,"Vlaada.  Described as ""competitive Tetris with a catch up mechanic in case you suck at it.""",,,,,24647001,6.84758,7.20126,2.8405,510,7160,thing,Tash-Kalar: Arena of Legends,2,4,60,60,30,2013,"2,3,4",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Teotihuacan: City of Gods,229853,9,2,0,0,0,0,0,0,0,0,0,3,,,,,,56371872,7.53735,7.96926,3.7222,76,10666,thing,Teotihuacan: City of Gods,1,4,120,120,90,2018,"1,2,3,4","3,4",12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Terra Mystica,120677,9,14,0,1,0,0,0,0,0,0,0,1,,,,,,17652358,8.02992,8.17824,3.9523,13,37373,thing,Terra Mystica,2,5,150,150,60,2012,"2,3,4,5",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Terra Mystica: Fire & Ice,161317,0,,0,1,0,0,0,0,0,0,0,1,,,,,,24967538,7.6042,8.46801,3.938,0,9867,thing,Terra Mystica: Fire & Ice,2,5,100,100,100,2014,"2,3,4,5",4,14+,No necessary in-game text,,,,,,expansion,,,,,,,,,,,,,,,
Terraforming Mars,167791,8,2,0,1,0,0,0,0,0,0,0,2,,,,,,38725242,8.25486,8.41169,3.2271,3,56915,thing,Terraforming Mars,1,5,120,120,120,2016,"1,2,3,4",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
That's Pretty Clever,244522,7.5,4,0,1,0,0,0,0,0,0,0,2,"Roll and write game.  Simple rules, more strategic than Noch Mal.  Small box.",,,,,57071066,7.32266,7.64657,1.9053,156,11602,thing,That's Pretty Clever,1,4,30,30,30,2018,"1,2,3,4",2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Thebes,30869,6,6,0,1,0,0,0,0,0,0,0,3,,,,,,8191689,6.91656,7.14683,2.16,441,10283,thing,Thebes,2,4,60,60,60,2007,"2,3,4","3,4",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Things...,10934,5,1,0,0,0,0,0,0,0,0,0,3,,,,,,32694920,5.78995,6.09919,1.2317,3476,3904,thing,Things...,4,15,45,45,45,2002,"5,6,7,8,9",6,10+,Unplayable in another language,,,,,,standalone,,,,,,,,,,,,,,,
Those Pesky Humans!,76442,7.75,2,0,0,0,0,0,0,0,0,0,3,,,,,,11539646,5.53017,5.89238,1.9,11146,400,thing,Those Pesky Humans!,2,4,90,90,90,2009,"2,3,4",2,8+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Through the Ages: A Story of Civilization,25613,8.5,3,0,1,1,0,0,0,0,0,0,3,,,,,,8073741,7.78555,7.98153,4.1703,36,16910,thing,Through the Ages: A Story of Civilization,2,4,120,120,120,2006,"2,3,4",3,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Through the Desert,503,6,1,0,0,0,0,0,0,0,0,0,3,,,,,,8517622,6.8952,7.05951,2.211,457,12798,thing,Through the Desert,2,5,45,45,45,1998,"2,3,4,5",3,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Thunderstone,53953,8.5,12,0,0,0,0,0,0,0,0,0,3,,,,,,9863119,6.75667,6.95967,2.5016,618,10267,thing,Thunderstone,1,5,60,60,60,2009,"1,2,3,4",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Thurn and Taxis,21790,6,,0,0,0,0,0,0,0,0,0,3,,,,,,8073808,6.97189,7.10739,2.2627,385,19050,thing,Thurn and Taxis,2,4,60,60,60,2006,"2,3,4","3,4",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tichu,215,10,46,0,1,0,0,0,0,0,0,0,2,,,,,,8081371,7.34977,7.5846,2.3413,146,18493,thing,Tichu,4,4,60,60,60,1991,4,4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Ticket to Ride: Europe,14996,6,5,0,1,0,0,0,0,0,0,0,3,,,,,,8073735,7.43925,7.55543,1.951,104,66978,thing,Ticket to Ride: Europe,2,5,60,60,30,2005,"2,3,4,5",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tigris & Euphrates,42,8.5,6,0,1,0,0,0,0,0,0,0,3,,Mechanically simple but strategically deep.,,,,8073736,7.55334,7.70404,3.5255,73,26288,thing,Tigris & Euphrates,2,4,90,90,90,1997,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tikal,54,8,5,0,1,0,0,0,0,0,0,0,3,,I like that the board is expanded on every action and precise knowledge of when scoring rounds will take place is unknown.  This makes decisions on when and where to put people more challenging.  ,,,,8073797,7.18016,7.34145,2.8245,233,20770,thing,Tikal,2,4,90,90,90,1999,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Time 'n' Space,137238,7,2,0,0,0,0,0,0,1,0,0,2,,,,,,19826841,5.72961,6.26209,2.2593,4051,1393,thing,Time 'n' Space,3,4,30,30,30,2013,"3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tobago,42215,8,9,0,1,0,0,0,0,0,0,0,3,,,,,,10423753,6.92159,7.125,2.1216,435,11000,thing,Tobago,2,4,60,60,60,2009,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tokaido,123540,5,,0,0,0,0,0,0,0,0,0,3,,,,,,46512240,6.86614,7.03209,1.7574,489,25667,thing,Tokaido,2,5,45,45,45,2012,"2,3,4,5",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Torres,88,7,5,0,0,0,0,0,0,0,0,0,4,,,,,,8181973,6.89357,7.15012,2.88,458,10692,thing,Torres,2,4,60,60,60,1999,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tower of Babel,15510,7,5,0,1,0,0,0,0,0,0,0,1,,,,,,9585509,6.214,6.63276,2.3378,1549,2552,thing,Tower of Babel,3,5,45,45,45,2005,"3,4,5",,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tragedy Looper,148319,8,3,0,0,0,0,0,0,0,0,0,3,,A lot of information to take in as either the Mastermind or Protagonists but really fun once it starts to click for everybody.,,,,30680154,6.76778,7.27024,3.4942,607,7561,thing,Tragedy Looper,2,4,120,120,120,2011,"2,3,4",4,14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Trains,121408,7,1,0,0,0,0,0,0,0,0,0,4,,,,,,19459240,6.9236,7.19573,2.39,430,9373,thing,Trains,2,4,45,45,45,2012,"2,3,4",3,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Trajan,102680,8.5,6,0,1,0,0,0,0,0,0,0,2,,Interesting mancala type game engine.  Lots of critical decisions and actions aren't always immediately available because of the manacala.  Enjoy that the players control the pace of the game and decisions must be weighted against the people's demands.,,,,15693598,7.54697,7.77566,3.6688,74,15321,thing,Trajan,2,4,120,120,60,2013,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,Ammonit Spiele; HUCH!; Passport Game Studios,English,2013,English edition 2013
Trapwords,257527,8,8,0,1,0,0,0,0,0,0,0,4,Like Taboo but opposing team writes down what words can't be used to describe and the cluegiver has no idea what those words are.  Party game.  CGE.,,,,,55448690,6.14156,7.11981,1.3125,1764,1815,thing,Trapwords,4,8,45,45,30,2018,"4,5,6,7,8",6,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Triassic Terror,135243,6,1,0,0,0,0,0,0,0,0,0,3,,,,,,18993282,6.03891,6.97599,2.8621,2102,1327,thing,Triassic Terror,2,6,120,120,90,2013,"3,4,5",4,,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Trickerion: Legends of Illusion,163068,0,,0,0,0,0,0,0,0,0,0,3,,,,,,30752013,7.35988,7.86755,4.1425,139,8567,thing,Trickerion: Legends of Illusion,2,4,180,180,60,2015,"2,3,4",4,14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Tripoley,4853,2.5,2,0,0,0,0,0,0,0,0,0,3,,,,,,41374904,5.48954,5.52029,1.4909,15566,1732,thing,Tripoley,2,9,60,60,60,1937,"4,5,6,7,8,9",6,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Trivial Pursuit: Genus Edition,2952,5,,0,0,0,0,0,0,0,0,0,3,,,,,,8105492,5.18834,5.20759,1.6556,17794,8939,thing,Trivial Pursuit: Genus Edition,2,24,90,90,90,1981,"2,3,4,5,6,8",4,12+,Unplayable in another language,,,,,,standalone,,,,,,,,,,,,,,,
Troyes,73439,9,8,0,0,0,0,0,0,0,0,0,3,,Excellent combination of dice rolling and worker placement.,,,,15522521,7.57672,7.76592,3.4526,67,17459,thing,Troyes,2,4,90,90,90,2010,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tsuro of the Seas,124172,7.5,7,0,1,0,0,0,0,0,0,0,4,Requested for Christmas,,,,,16552145,6.3044,6.56759,1.4233,1331,9273,thing,Tsuro of the Seas,2,8,30,30,30,2012,"2,3,4,5,6,7,8",4,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tsuro of the Seas,124172,6,7,0,0,0,0,0,0,0,0,0,3,,,,,,18620209,6.3044,6.56759,1.4233,1331,9273,thing,Tsuro of the Seas,2,8,30,30,30,2012,"2,3,4,5,6,7,8",4,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Tumblin' Dice,16747,6,7,0,1,0,0,0,0,0,0,0,3,Do not want Ferti version based on comments of poor quality. ,,,,,19911932,6.72416,7.1818,1.0423,653,3357,thing,Tumblin-Dice,2,4,45,45,45,2015,"2,3,4",4,5+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,Eagle-Gryphon Games,English,2015,Eagle-Gryphon Games second edition
Twilight Imperium (Third Edition),12493,4,1,0,0,0,0,0,0,0,0,0,3,,,,,,18113790,7.62391,7.86134,4.2481,56,19369,thing,Twilight Imperium (Third Edition),3,6,240,240,180,2005,"4,5,6",6,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Twilight Struggle,12333,8,3,0,0,0,0,0,0,0,0,0,3,,,,,,8073785,8.16949,8.31975,3.5709,5,49255,thing,Twilight Struggle,2,2,180,180,120,2005,2,2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Two Rooms and a Boom,134352,7,10,0,1,0,0,0,0,0,0,0,3,,,,,,27721706,6.60133,7.03385,1.4333,806,6282,thing,Two Rooms and a Boom,6,30,20,20,7,2013,"8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","10,14,16,17,18,19,20,22",12+,Some necessary text - easily memorized or small crib sheet,,,,,Print and Play,standalone,,,,,,,,,,,,,,,
Tzolk'in: The Mayan Calendar,126163,9,7,0,0,0,0,0,0,0,0,0,2,,,,,,16963004,7.77198,7.92091,3.6537,38,29737,thing,Tzolk'in: The Mayan Calendar,2,4,90,90,90,2012,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Uchronia,128063,7,4,0,0,0,0,0,0,0,0,0,3,,,,,,18296575,5.95724,6.5166,2.7162,2459,1836,thing,Uchronia,2,5,60,60,45,2012,"2,3,4,5",3,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Ugg-Tect,60131,6,10,0,1,0,0,0,0,0,0,0,3,,,,,,25970448,5.95381,6.29513,1.1981,2473,2602,thing,Ugg-Tect,2,8,45,45,45,2012,"4,6,8",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,Fantasy Flight Games,English,2012,English third edition
Ultimate Stratego,2265,5,3,0,1,0,0,0,0,0,0,0,3,,,,,,14803486,5.58051,5.92705,2.1,7367,827,thing,Ultimate Stratego,2,4,30,30,30,1997,"2,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,Winning Moves Games (USA),English,1997,First edition
Underwater Cities,247763,0,,0,0,0,0,0,0,0,0,1,4,"Rated highly by geek buddies.  Carries a 3.5 weighting... too heavy to own?  Also, has a long playtime.  Box says 40min/player but many say first play through takes much longer.",,,,,58351176,7.41417,8.08926,3.5763,113,5653,thing,Underwater Cities,1,4,150,150,80,2018,"1,2,3",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Unlock! Escape Adventures,213460,6,1,0,0,0,0,0,0,0,0,0,3,,,,,,44042638,6.96968,7.50033,2.2917,0,5587,thing,Unlock! Escape Adventures,2,6,75,75,45,2017,"2,3,4",,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Unlock! The Formula,216091,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,51744996,6.49069,7.10536,2.32,970,3445,thing,Unlock! The Formula,1,6,75,75,45,2017,"2,3,4","2,3",12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Unlock! The Nautilus' Traps,230304,6,1,0,0,0,0,0,0,0,0,0,3,,,,,,46986138,5.75577,5.98861,2.8,3799,2800,thing,Unlock! The Nautilus' Traps,1,6,60,60,60,2017,"2,3,4",3,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Urban Sprawl,62220,7.75,3,0,1,1,0,0,0,0,0,0,4,,Plays long than it should due to the mathiness but does an adequate job of simulating the building of a city.  Events limit long term planning potential but don't significantly impact my enjoyment.  The contractor is a forced catch up mechanism that keeps players involved when they would otherwise probably be discouraged that there is no chance for them to win.,,,,11802065,6.24975,6.76062,3.3125,1461,2857,thing,Urban Sprawl,2,4,180,180,180,2011,"2,3,4",3,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,GMT Games,English,2011,First edition
Uruk: Wiege der Zivilisation,38797,0,,0,0,0,0,0,0,0,0,0,4,,,,,,11620877,5.89661,6.708,2.5072,2754,734,thing,Uruk: Wiege der Zivilisation,2,4,60,60,60,2008,"2,3,4",2,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Valeria: Card Kingdoms,170561,7,1,0,0,0,0,0,0,0,0,0,3,,A combination of Machi Koro dice rolling/card activation and Thunderstone market/monsters.,,,,33885589,6.85264,7.45906,1.96,503,5206,thing,Valeria: Card Kingdoms,1,5,45,45,30,2016,"2,3,4",3,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Valley of the Kings: Premium Edition,274466,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,64246964,5.7187,7.77359,2.5,0,770,thing,Valley of the Kings: Premium Edition,1,6,60,60,45,2019,"1,2,3,4","1,3",,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Vanuatu,104020,7,2,0,1,0,0,0,0,0,0,0,4,,,,,,18813924,6.62317,7.23245,3.3298,772,2221,thing,Vanuatu,2,5,90,90,90,2012,"3,4,5",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,Coffee Haus Games,English,2012,English edition
Vasco da Gama,41002,7,2,0,0,0,0,0,0,0,0,0,3,,,,,,9765975,6.83249,7.27289,3.2289,526,4660,thing,Vasco da Gama,2,4,120,120,60,2009,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Vast: The Crystal Caverns,170416,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,43226874,6.84066,7.26195,3.5409,517,10110,thing,Vast: The Crystal Caverns,1,5,75,75,75,2016,"2,3,4,5",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Vegas Showdown,15364,5,1,0,0,0,0,0,0,0,0,0,3,,Lacks depth and gameplay is too simple and scripted for repeated plays.,,,,10487045,6.87098,7.1854,2.3563,483,6900,thing,Vegas Showdown,3,5,75,75,75,2005,"3,4,5",5,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Via Appia,137397,7.5,1,0,0,0,0,0,0,0,0,0,3,,,,,,37560304,5.98075,6.65356,1.9434,2352,1457,thing,Via Appia,2,4,45,45,45,2013,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Viceroy,157526,8.5,2,0,0,0,0,0,0,0,0,0,3,,,,,,30183790,6.56072,6.87085,2.6394,860,8372,thing,Viceroy,1,4,60,60,45,2014,"2,3,4",3,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Vikings,27173,7.5,8,0,0,0,0,0,0,0,0,0,4,,,,,,9765971,6.99504,7.26207,2.5369,362,7332,thing,Vikings,2,4,60,60,60,2007,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Vikings Gone Wild,187377,7.5,3,0,0,0,0,0,0,0,0,0,3,,,,,,60773400,6.60083,7.30337,2.2045,807,4522,thing,Vikings Gone Wild,2,4,90,90,45,2017,"2,3,4",3,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Village,104006,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,18097014,7.37744,7.53849,3.0747,132,23176,thing,Village,2,4,90,90,60,2011,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Vinhos,42052,6,1,0,0,0,0,0,0,0,0,0,4,,,,,,11146153,7.00865,7.49447,4.1995,349,4420,thing,Vinhos,2,4,135,135,60,2010,"2,3,4",4,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Viticulture,128621,7.5,2,0,0,0,0,0,0,0,0,0,3,,Enjoyable worker placement game. Turn order is player defined with various benefits for each position. Enjoy how you have to balance your usage of workers between summer and winter. ,,,,26320062,7.33702,7.63529,2.9361,152,7947,thing,Viticulture,2,6,90,90,90,2013,"2,3,4,5","3,4",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
VOLT: Robot Battle Arena,143981,6,1,0,0,0,0,0,0,1,0,0,4,Simpler version of RoboRally. ,,,,,33598248,5.83557,7.00569,2.0385,3123,619,thing,VOLT: Robot Battle Arena,2,4,30,30,30,2014,"2,3,4","3,4",12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
The Voyages of Marco Polo,171623,7.5,2,0,1,0,0,0,0,0,0,0,2,requested from family for birthday,,,,,29390438,7.72882,7.93555,3.1952,43,19184,thing,The Voyages of Marco Polo,2,4,100,100,40,2015,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
War Chest,249259,8,2,0,0,0,0,0,0,0,0,0,3,,,,,,64425387,6.76176,7.976,2.3571,611,2700,thing,War Chest,2,4,30,30,30,2018,"2,4",2,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Warband: Against the Darkness,153905,6.5,1,0,0,0,0,0,0,0,0,0,3,,,,,,34569391,5.69064,6.73168,2.6667,4553,473,thing,Warband: Against the Darkness,2,5,60,60,60,2015,"2,3,4,5",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Warhammer: Invasion,47185,5,5,0,0,0,0,0,0,0,0,0,3,,,,,,12120132,6.83113,7.23906,2.7299,528,7264,thing,Warhammer: Invasion,2,2,45,45,45,2009,2,2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Wasabi!,33154,6.5,1,0,0,0,0,0,0,0,0,0,3,,,,,,8517612,6.29096,6.54325,1.9023,1363,4767,thing,Wasabi!,2,4,45,45,30,2008,"2,3,4",3,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
We're Doomed!,264806,7,3,0,0,0,0,0,0,0,0,0,3,,,,,,61356114,5.60967,6.92483,1.2,6292,195,thing,We're Doomed!,4,10,15,15,15,2019,"4,5,6,7,8,9,10","7,10",,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Welcome to the Dungeon,150312,5,1,0,0,0,0,0,0,0,0,0,3,,,,,,30156401,6.50124,6.65034,1.2203,942,17334,thing,Welcome to the Dungeon,2,4,30,30,30,2013,"2,3,4",3,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Werewords,219215,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,52088251,6.58863,7.2143,1.1515,821,4103,thing,Werewords,4,10,10,10,10,2017,"4,5,6,7,8,9,10","6,7",12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
WeyKick,20295,5,1,0,0,0,0,0,0,0,0,0,3,,,,,,16552152,5.90015,6.96602,1.0256,2736,273,thing,WeyKick,2,4,10,10,10,2001,"2,4",2,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Whitewater,93563,5,1,0,0,0,0,0,0,0,0,0,3,,,,,,16524474,5.56644,5.99181,1.5385,8074,541,thing,Whitewater,2,6,60,60,45,2012,"4,5,6","4,5,6",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Wildcatters,146910,0,,0,0,0,0,0,0,0,0,1,4,"Rated high by geek buddies.  Investigate more.  Too heavy?

One comment:
An incredible economic game. The theme and mechanisms really come together in this game. I love the way that players are forced to cooperate but also that you can completely screw over other players by moving their oil somewhere they didn't want it to be, or forcing them to purchase oil from you. It's mean, it's opaque and it's a little fiddly, but I love it.",,,,,60092066,6.32468,7.58031,3.8525,1275,1518,thing,Wildcatters,2,4,120,120,120,2013,4,4,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Wings of War: Famous Aces,9203,7,5,0,0,0,0,0,0,0,0,0,3,,,,,,8692916,6.51652,6.86219,1.7336,918,5557,thing,Wings of War: Famous Aces,2,4,30,30,30,2004,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
WINK,13507,6,4,0,0,0,0,0,0,0,0,0,3,,,,,,33214281,5.78704,6.62654,1.1364,3515,927,thing,WINK,3,8,20,20,20,1994,"5,6,7,8",6,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Witch's Brew,34084,7,1,0,0,0,0,0,0,0,0,0,4,Currently OOP.  Reprint coming called 'Bibidi Bobidi Brew',,,,,19180144,6.61302,7.0364,1.8635,789,3593,thing,Witch's Brew,3,5,45,45,45,2008,"4,5",5,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Witness,164265,6.5,10,0,0,0,0,0,0,0,0,0,3,,,,,,27823237,6.62601,7.31724,1.4915,766,3442,thing,Witness,4,4,15,15,15,2014,4,4,12+,Unplayable in another language,,,,,,standalone,,,,,,,,,,,,,,,
Wits & Wagers,20100,6,,0,0,0,0,0,0,0,0,0,3,,,,,,8105487,6.79235,6.94343,1.2182,578,16907,thing,Wits & Wagers,3,7,25,25,25,2005,"4,5,6,7","6,7",8+,Unplayable in another language,,,,,,standalone,,,,,,,,,,,,,,,
World's Fair 1893,178336,6,1,0,1,0,0,0,0,0,0,0,3,gateway area control + worker placement game,,,,,36491834,6.66346,7.23618,1.9722,715,4558,thing,World's Fair 1893,2,4,45,45,35,2016,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Xia: Legends of a Drift System,82222,7,2,0,0,0,0,0,0,0,0,0,3,,,,,,25399555,7.35596,7.86066,3.1388,144,9677,thing,Xia: Legends of a Drift System,3,5,180,180,60,2014,"3,4",3,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Yardmaster,154634,6,2,0,0,0,0,0,0,0,0,0,3,,,,,,28203133,5.92906,6.38053,1.2388,2575,2495,thing,Yardmaster,2,5,20,20,20,2014,"2,3,4,5",3,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
